,x,y
0,0.39220826220737903,1.4574017079209993
1,1.1304571721528034,1.5995449956608816
2,1.4832687224769288,1.626005033030706
3,0.01865164935845165,1.1284738886039904
4,0.4087249884125821,1.1456203440134058
5,1.760900238877326,1.7464689797946082
6,0.23265284813238596,1.0913049672702375
7,1.1689088043381148,1.6693478232275192
8,1.6269024838317814,1.7193184363956944
9,1.155205366220341,1.1765171797344238
10,1.2602519782007,1.5582869159387704
11,0.39793537141404545,1.1360230304419021
12,0.8237874768426068,1.2874054553857774
13,0.6378283189121157,1.4631410325200298
14,0.6173306923529991,1.1849497763198014
15,1.8730236125834607,2.1633764393483466
16,1.8915536950969403,1.8277525319184822
17,1.5839337602922339,1.7840744250433447
18,0.10036042640837284,0.8734389329840524
19,0.4572352930251671,1.396329694259184
20,0.9733035704821686,1.5050046439662956
21,1.9829958352541068,1.773610562480771
22,0.8322315831179621,1.4389456439739692
23,0.6137941315825155,1.5066480194416032
24,1.9418580143349258,2.2367955646810436
25,1.0426859294109656,1.5610974377393398
26,0.7645502433165927,1.67181821559474
27,0.9671776914661927,1.9357942201127836
28,0.37728643041305676,1.6889662581580085
29,1.2577275067086127,1.409509662262281
30,0.13188776527114077,1.2349717245223917
31,1.9749346575825817,2.076999984259688
32,0.018727886647729397,0.8275787879961125
33,0.1822137955853531,0.9408342570423665
34,1.3485839325260212,1.4552668709416503
35,0.8984781225333554,1.4513912565585463
36,1.4734386474604235,1.569568892390441
37,0.3759268785857721,1.1525776758382598
38,0.5962989838570012,1.2269740664129136
39,0.7675752198974906,1.4946257981065
