,x,y
0,1.191777387220301,1.3234256162318792
1,0.46270050006369146,1.370665138887607
2,1.5799140823857198,1.9653338675648908
3,1.1743457294376425,1.4338327557664814
4,0.38621785222038785,1.1036498717217593
5,1.5992146583467959,1.793267854403062
6,0.029823338632542162,1.04864279353429
7,1.7674572988675195,2.080284361757528
8,0.4399202965792479,1.192137746784001
9,1.5667041524588028,1.806135531247109
10,1.865796436983025,1.958375709518535
11,1.1677374408053327,1.6948020378717872
12,0.14126399383518873,1.0386579969846563
13,0.4287997687045213,1.1884284422628069
14,1.745309890430616,1.640253474983584
15,0.012091528614384117,1.0157401051549384
16,1.1432810812466419,1.5781931960229385
17,1.2665126964489601,1.6418400878594723
18,0.35584164417621955,1.2988747676686179
19,0.24988358219092066,1.1713671488255184
